"rooms","bathroom","square_meters","lift","terrace","neighborhood","square_meters_price","price","housing type"
2,1,48,0,0,"Sants-Montjuïc",20.88,875,"flat"
2,1,58,1,0,"Sant Martí",15.62,850,"flat"
2,1,35,0,0,"Eixample",14.53,550,"apartment"
1,1,37,1,0,"Sant Martí",23.25,950,"apartment"
1,1,24,0,1,"Les Corts",37.18,750,"flat"
3,1,65,0,0,"Ciutat Vella",12.64,750,"flat"
2,1,54,1,0,"Eixample",29.87,1400,"flat"
2,1,59,0,0,"Eixample",10.18,730,"flat"
1,1,73,0,1,"Horta- Guinardo",24.9,825,"flat"
1,1,51,0,0,"Eixample",11.03,670,"flat"
3,1,64,0,0,"Sant Martí",10.54,650,"flat"
2,2,93,1,0,"Eixample",14.06,1150,"flat"
1,1,32,1,1,"Ciutat Vella",21.81,780,"attic"
2,1,65,1,0,"Ciutat Vella",16.25,1200,"flat"
4,2,92,1,1,"Eixample",9.77,930,"flat"
3,2,124,1,0,"Gràcia",13.83,1800,"attic"
2,1,58,0,0,"Ciutat Vella",54.87,3450,"apartment"
2,1,68,0,1,"Eixample",25.61,1800,"attic"
3,2,74,1,0,"Sant Andreu",27.05,1795,"flat"
2,1,73,0,0,"Les Corts",13.55,750,"flat"
2,2,96,1,0,"Nou Barris",12.83,1400,"flat"
1,1,62,1,0,"Eixample",29.97,1800,"apartment"
2,1,79,1,0,"Eixample",12.46,1037,"flat"
3,2,67,1,0,"Eixample",12.25,950,"flat"
4,2,118,1,0,"Sants-Montjuïc",11.42,1400,"flat"
3,2,87,1,0,"Gràcia",25,1999,"flat"
2,1,55,1,0,"Sarria-Sant Gervasi",12.22,750,"flat"
2,2,82,1,0,"Sarria-Sant Gervasi",15.28,1370,"flat"
2,1,67,0,0,"Ciutat Vella",14.49,990,"flat"
3,1,110,1,1,"Eixample",12.47,1350,"flat"
2,2,82,1,1,"Eixample",16.54,1400,"flat"
3,1,75,1,0,"Ciutat Vella",11.02,950,"flat"
3,2,87,1,0,"Ciutat Vella",12.59,1100,"flat"
2,1,63,1,0,"Sant Martí",12.76,820,"flat"
1,1,42,1,0,"Ciutat Vella",27.53,1095,"flat"
5,4,233,1,1,"Eixample",15.3,4200,"apartment"
3,1,49,0,1,"Gràcia",14.72,663,"flat"
3,1,66,1,0,"Ciutat Vella",11.83,800,"flat"
2,1,72,1,0,"Sant Martí",14.66,975,"flat"
4,2,200,1,1,"Sant Martí",13.7,2500,"flat"
2,1,43,0,0,"Sant Andreu",22.95,950,"flat"
5,3,267,0,1,"Sant Martí",16.97,4600,"flat"
3,2,84,1,0,"Eixample",13.22,1200,"flat"
2,1,75,1,1,"Nou Barris",14.88,1099,"flat"
3,2,133,1,1,"Eixample",9.12,1100,"flat"
3,2,85,1,0,"Sarria-Sant Gervasi",12,1050,"flat"
3,2,134,0,0,"Sant Martí",12.41,1900,"flat"
3,1,85,0,0,"Ciutat Vella",10.51,1020,"flat"
3,2,120,1,0,"Sarria-Sant Gervasi",11.46,1300,"flat"
4,5,316,1,0,"Nou Barris",24.92,8500,"attic"
4,2,91,1,0,"Eixample",12.67,1100,"flat"
1,1,60,1,1,"Sant Martí",24.98,1500,"attic"
2,1,66,0,0,"Ciutat Vella",17.05,1050,"flat"
2,1,53,1,0,"Eixample",17.93,1050,"attic"
3,1,48,1,0,"Eixample",17.41,850,"flat"
2,1,54,1,0,"Sants-Montjuïc",15.27,900,"flat"
1,1,44,0,0,"Eixample",25.36,995,"flat"
2,1,71,1,1,"Ciutat Vella",11.37,845,"flat"
3,2,89,0,0,"Ciutat Vella",10.16,950,"flat"
2,1,55,1,0,"Sants-Montjuïc",14.76,890,"flat"
3,2,86,0,1,"Ciutat Vella",10.25,950,"flat"
2,1,58,1,0,"Ciutat Vella",15.51,850,"flat"
2,1,79,0,0,"Sant Martí",12.75,974,"flat"
3,1,73,1,0,"Sant Martí",11.3,900,"flat"
2,1,66,1,1,"Sant Martí",15.53,1170,"flat"
2,2,68,0,0,"Sant Martí",23.45,1500,"apartment"
3,1,71,1,0,"Sants-Montjuïc",13.33,880,"flat"
2,1,71,1,1,"Gràcia",17.69,1300,"flat"
5,2,176,1,0,"Eixample",10.13,1700,"flat"
3,1,181,1,1,"Eixample",14.15,2250,"flat"
2,1,70,1,0,"Sants-Montjuïc",16.01,1050,"flat"
2,1,96,0,0,"Les Corts",29.4,2543,"apartment"
2,1,59,0,1,"Horta- Guinardo",12.71,740,"flat"
1,1,61,1,1,"Les Corts",10.5,675,"flat"
3,1,62,1,0,"Ciutat Vella",14.2,900,"flat"
1,1,32,0,0,"Eixample",15.14,570,"flat"
3,1,61,0,0,"Sant Andreu",11.65,700,"flat"
1,1,54,1,1,"Sarria-Sant Gervasi",19.71,1100,"apartment"
3,1,57,1,0,"Eixample",12.49,750,"flat"
1,1,55,1,0,"Gràcia",21.07,1054,"flat"
3,1,74,0,0,"Les Corts",11.47,800,"flat"
1,1,52,0,0,"Sant Martí",29.41,1575,"apartment"
2,2,77,0,1,"Sarria-Sant Gervasi",19.5,1600,"flat"
2,1,65,1,1,"Sarria-Sant Gervasi",20.84,1250,"flat"
2,1,45,0,1,"Eixample",20.94,1150,"attic"
1,1,36,0,0,"Eixample",20.37,650,"flat"
3,2,88,1,0,"Sants-Montjuïc",16.97,1650,"flat"
1,1,32,0,0,"Ciutat Vella",34.72,1250,"apartment"
3,2,93,0,0,"Eixample",21.32,2200,"apartment"
3,1,73,0,1,"Gràcia",16.88,1250,"flat"
3,1,77,1,0,"Eixample",15.3,790,"flat"
1,1,25,1,0,"Eixample",32.9,750,"apartment"
1,1,29,0,0,"Eixample",23.48,735,"flat"
1,1,23,0,0,"Eixample",25.68,675,"flat"
2,1,101,0,0,"Les Corts",17.68,1850,"flat"
3,1,77,1,0,"Ciutat Vella",10.96,899,"flat"
2,1,28,0,1,"Ciutat Vella",37.72,1161,"apartment"
2,2,68,1,0,"Eixample",12.77,860,"flat"
2,1,75,0,0,"Gràcia",23.14,1700,"apartment"
2,1,38,1,1,"Sant Andreu",21.7,850,"attic"
2,1,62,1,0,"Eixample",15.3,930,"flat"
2,1,74,1,0,"Eixample",11.03,900,"flat"
5,5,499,1,1,"Les Corts",19.44,8500,"flat"
4,2,86,1,0,"Ciutat Vella",15.4,1300,"flat"
3,3,172,1,0,"Horta- Guinardo",17.19,3000,"flat"
3,2,139,1,0,"Sant Martí",10.56,1573,"flat"
2,2,61,1,0,"Ciutat Vella",16.98,1043,"flat"
1,1,68,1,0,"Eixample",14.12,900,"flat"
1,1,56,0,1,"Eixample",19.82,1200,"flat"
3,2,114,1,0,"Gràcia",10.75,1200,"flat"
3,1,83,1,0,"Sarria-Sant Gervasi",12.97,990,"flat"
2,1,65,1,0,"Sarria-Sant Gervasi",16.31,1050,"flat"
3,3,173,1,1,"Sant Martí",24.39,3900,"flat"
2,1,85,1,0,"Eixample",13.97,1125,"flat"
2,1,47,0,0,"Ciutat Vella",13.44,650,"flat"
4,2,115,1,0,"Eixample",8.81,1160,"flat"
1,1,72,1,1,"Sant Andreu",35.21,2400,"apartment"
3,2,127,1,0,"Gràcia",9.83,1250,"flat"
3,1,71,1,0,"Eixample",12.36,850,"flat"
2,1,85,1,0,"Sarria-Sant Gervasi",16.52,1350,"flat"
3,1,82,0,0,"Gràcia",10.85,875,"flat"
3,2,77,1,0,"Sarria-Sant Gervasi",17.05,1200,"flat"
5,3,273,1,0,"Sarria-Sant Gervasi",10.47,2950,"flat"
2,2,73,1,0,"Sants-Montjuïc",21.56,2200,"flat"
2,2,67,1,0,"Les Corts",14.64,1000,"flat"
5,5,218,1,0,"Gràcia",10.51,2400,"attic"
3,2,97,1,0,"Eixample",12.27,1080,"flat"
3,2,139,0,0,"Sant Andreu",23.74,3900,"attic"
2,2,86,1,0,"Ciutat Vella",12.72,1100,"flat"
3,1,83,1,0,"Eixample",11.11,975,"flat"
2,2,73,1,0,"Sants-Montjuïc",15.3,895,"flat"
3,1,67,0,0,"Gràcia",11.48,700,"flat"
3,1,58,0,0,"Eixample",13.83,850,"flat"
5,2,161,1,1,"Sarria-Sant Gervasi",10.18,1450,"flat"
4,2,67,0,0,"Sarria-Sant Gervasi",34.54,2397,"apartment"
1,1,59,1,0,"Eixample",21.98,1345,"flat"
4,2,119,0,0,"Sarria-Sant Gervasi",39.93,4219,"apartment"
3,2,143,1,1,"Eixample",22.01,3300,"flat"
2,1,61,1,0,"Eixample",14.54,880,"flat"
4,1,133,1,0,"Sants-Montjuïc",9.53,1150,"flat"
2,1,62,0,0,"Horta- Guinardo",13.77,875,"flat"
4,2,82,1,1,"Sants-Montjuïc",12.35,990,"flat"
9,3,342,1,0,"Eixample",9.91,3200,"flat"
3,1,75,1,0,"Gràcia",9.98,730,"flat"
4,2,138,1,0,"Sant Martí",12.43,1600,"flat"
2,1,44,1,0,"Eixample",22.18,945,"flat"
2,1,67,1,0,"Eixample",13.11,930,"flat"
4,3,281,1,0,"Ciutat Vella",14.06,3990,"flat"
2,1,82,0,0,"Sants-Montjuïc",12.58,1100,"flat"
2,2,73,0,0,"Ciutat Vella",18.92,1600,"flat"
2,1,61,1,0,"Eixample",16.69,990,"flat"
4,3,178,0,0,"Sarria-Sant Gervasi",16.76,3100,"flat"
1,1,60,0,1,"Sarria-Sant Gervasi",12.65,700,"studio"
2,1,64,1,0,"Gràcia",14.22,950,"flat"
2,1,108,1,1,"Nou Barris",15.3,2500,"flat"
3,3,88,1,1,"Sarria-Sant Gervasi",16.23,1500,"attic"
2,1,45,1,0,"Eixample",18.2,1000,"apartment"
1,1,33,1,0,"Eixample",15.3,890,"flat"
2,1,69,1,0,"Sarria-Sant Gervasi",12.28,950,"flat"
1,1,49,0,0,"Eixample",13.19,650,"flat"
3,1,77,1,0,"Eixample",12.8,821,"flat"
2,2,85,1,0,"Sarria-Sant Gervasi",11.17,980,"flat"
2,1,55,0,0,"Eixample",64.16,3596,"apartment"
2,1,62,0,0,"Eixample",15.3,1100,"flat"
3,2,130,1,0,"Eixample",12.51,1700,"flat"
1,1,43,1,0,"Sant Martí",20.39,800,"flat"
2,1,65,1,0,"Ciutat Vella",15.68,925,"flat"
2,1,66,1,0,"Eixample",15.3,900,"flat"
3,1,78,1,0,"Sarria-Sant Gervasi",11.34,900,"flat"
3,2,90,1,0,"Les Corts",15.28,1350,"flat"
1,1,44,0,0,"Sant Martí",23.85,900,"flat"
3,2,73,1,0,"Ciutat Vella",14.23,2500,"flat"
3,1,80,1,1,"Les Corts",15.3,1100,"apartment"
3,3,154,1,1,"Sarria-Sant Gervasi",21.97,2800,"flat"
1,1,48,1,0,"Ciutat Vella",14.27,750,"flat"
1,1,51,1,1,"Les Corts",17.02,950,"flat"
3,1,73,1,1,"Sarria-Sant Gervasi",15.3,813,"flat"
4,2,196,0,1,"Sants-Montjuïc",17.18,3000,"flat"
2,1,52,0,0,"Sarria-Sant Gervasi",13.67,640,"flat"
1,1,72,0,1,"Ciutat Vella",20.59,1550,"flat"
4,2,92,1,0,"Sants-Montjuïc",11.47,1100,"flat"
4,1,163,1,0,"Sarria-Sant Gervasi",22.11,3300,"flat"
3,2,114,1,0,"Sant Martí",15.3,990,"flat"
3,2,83,1,0,"Eixample",25.64,2300,"apartment"
2,1,71,0,0,"Eixample",14.81,950,"flat"
4,3,172,1,0,"Sant Martí",13.06,2500,"flat"
2,2,86,0,0,"Gràcia",14.4,1200,"flat"
4,2,101,1,1,"Gràcia",13.23,1450,"flat"
3,2,147,1,0,"Gràcia",17.61,3000,"flat"
1,1,50,1,0,"Eixample",16.49,890,"flat"
3,1,70,0,1,"Sarria-Sant Gervasi",11.84,800,"flat"
3,2,165,1,1,"Ciutat Vella",17.74,2575,"flat"
3,2,95,1,0,"Eixample",11.84,990,"flat"
4,1,94,1,0,"Eixample",10.42,900,"flat"
4,1,106,1,0,"Eixample",8.79,1000,"flat"
3,1,78,1,0,"Eixample",13.66,1150,"flat"
3,1,70,1,1,"Eixample",15.3,900,"flat"
3,1,79,1,1,"Sant Martí",11.7,850,"flat"
3,2,81,1,1,"Horta- Guinardo",14.86,1250,"flat"
4,1,82,1,0,"Sants-Montjuïc",16.17,1200,"flat"
1,1,47,0,0,"Eixample",14.11,750,"flat"
1,1,43,1,0,"Eixample",26.23,1150,"apartment"
2,2,74,1,0,"Sants-Montjuïc",15.3,2200,"attic"
1,1,43,1,0,"Sants-Montjuïc",16.66,825,"attic"
3,2,115,0,1,"Ciutat Vella",15.3,1500,"flat"
2,2,108,1,0,"Sarria-Sant Gervasi",15.18,1480,"flat"
2,1,59,1,0,"Eixample",13.31,775,"flat"
3,1,60,1,1,"Eixample",17.16,980,"flat"
2,1,59,1,0,"Eixample",12.57,700,"flat"
2,1,51,1,0,"Eixample",21.98,1100,"flat"
3,2,108,1,1,"Eixample",11.61,1150,"flat"
3,1,84,1,0,"Sarria-Sant Gervasi",10.03,750,"flat"
1,1,53,1,0,"Sarria-Sant Gervasi",13.12,750,"flat"
2,1,76,1,1,"Gràcia",23.52,1650,"flat"
2,1,61,1,0,"Sarria-Sant Gervasi",16.64,995,"flat"
1,1,58,1,0,"Gràcia",16.78,950,"flat"
3,1,90,1,0,"Sant Andreu",11.37,1100,"flat"
2,1,69,1,0,"Sants-Montjuïc",16.73,1100,"flat"
4,2,108,1,0,"Eixample",13.96,1250,"flat"
2,1,75,1,0,"Les Corts",19.19,1350,"flat"
3,2,133,1,1,"Eixample",14.05,1800,"flat"
2,2,72,1,0,"Ciutat Vella",21.8,1600,"flat"
1,1,34,0,0,"Eixample",21.18,700,"apartment"
2,1,69,1,0,"Eixample",14.34,900,"flat"
3,2,90,1,0,"Sarria-Sant Gervasi",12.44,1200,"flat"
2,1,65,1,1,"Eixample",21,1350,"attic"
3,2,94,1,0,"Horta- Guinardo",14.17,1200,"flat"
3,1,56,1,0,"Sants-Montjuïc",11.68,696,"flat"
4,2,87,0,0,"Gràcia",15.37,1400,"flat"
1,1,40,1,0,"Horta- Guinardo",21.48,800,"flat"
2,2,82,1,1,"Gràcia",16.56,1300,"flat"
3,1,61,1,1,"Sarria-Sant Gervasi",15.73,900,"flat"
2,1,56,1,1,"Sarria-Sant Gervasi",14.08,800,"flat"
3,2,82,1,0,"Eixample",11.57,950,"flat"
2,1,59,1,1,"Sant Martí",30.3,2000,"flat"
4,2,85,1,0,"Eixample",13.92,1200,"flat"
2,1,52,0,0,"Les Corts",14.27,725,"flat"
2,2,63,0,0,"Eixample",50.87,3245,"apartment"
3,3,179,1,1,"Ciutat Vella",17.49,3500,"apartment"
2,2,91,0,0,"Sants-Montjuïc",9.41,850,"apartment"
2,1,70,1,0,"Les Corts",16.89,1100,"flat"
1,1,73,0,0,"Horta- Guinardo",15.3,800,"flat"
3,2,105,1,1,"Sant Andreu",16.97,1790,"flat"
3,1,58,1,1,"Eixample",12.06,780,"flat"
2,2,88,1,0,"Sants-Montjuïc",18.31,1700,"flat"
4,2,87,1,1,"Eixample",16.21,1200,"flat"
2,1,73,0,0,"Sant Andreu",17.28,800,"attic"
2,1,59,1,1,"Sants-Montjuïc",13.98,990,"flat"
3,2,76,0,0,"Eixample",23.57,1850,"flat"
2,1,72,1,0,"Eixample",12.1,950,"flat"
4,2,102,1,0,"Ciutat Vella",10.51,1069,"flat"
3,1,65,1,1,"Eixample",15.67,950,"flat"
2,2,97,0,0,"Sarria-Sant Gervasi",17.99,1550,"flat"
3,1,67,1,0,"Ciutat Vella",12.27,850,"flat"
1,1,33,1,1,"Eixample",27.23,900,"flat"
3,2,73,0,0,"Sant Andreu",21.99,2970,"apartment"
2,1,82,1,0,"Eixample",14.59,1230,"flat"
2,1,51,0,0,"Sant Martí",43.56,2255,"apartment"
1,1,56,1,0,"Sarria-Sant Gervasi",17.74,950,"flat"
2,1,57,0,1,"Sants-Montjuïc",16.6,885,"flat"
1,1,49,0,1,"Gràcia",18.87,825,"flat"
3,2,187,0,1,"Gràcia",14.01,2600,"flat"
1,1,56,0,1,"Eixample",20.14,1100,"flat"
2,1,80,0,0,"Ciutat Vella",45.55,3333,"apartment"
1,1,63,1,0,"Eixample",11.66,850,"flat"
2,2,115,1,0,"Gràcia",14.88,1750,"flat"
3,2,73,0,0,"Sarria-Sant Gervasi",8.53,1000,"flat"
2,2,93,0,1,"Eixample",20.08,2000,"apartment"
4,2,90,0,0,"Ciutat Vella",15.47,1400,"flat"
2,1,47,0,0,"Gràcia",16.73,750,"flat"
2,2,113,1,0,"Sant Martí",9.82,1100,"flat"
4,2,129,1,1,"Gràcia",9.87,1300,"flat"
4,2,119,1,0,"Eixample",11.31,1450,"flat"
1,1,34,0,0,"Sant Martí",29.9,1076,"apartment"
2,1,44,1,0,"Sarria-Sant Gervasi",15.35,800,"flat"
4,2,136,0,0,"Eixample",12.06,1500,"flat"
3,2,89,1,1,"Sarria-Sant Gervasi",11.15,1000,"flat"
2,1,43,0,0,"Gràcia",20.95,825,"flat"
5,4,73,1,1,"Eixample",34.5,7500,"attic"
2,1,57,0,0,"Sant Martí",17.08,950,"flat"
2,1,73,1,0,"Sants-Montjuïc",23.73,1434,"flat"
3,1,56,1,0,"Eixample",14.18,825,"flat"
4,4,176,1,1,"Ciutat Vella",23.69,4000,"flat"
1,1,53,0,0,"Sants-Montjuïc",19.88,975,"flat"
2,1,71,0,0,"Sant Martí",14.06,1150,"flat"
3,1,61,1,1,"Sarria-Sant Gervasi",15.97,980,"flat"
2,1,62,1,1,"Gràcia",24.96,1360,"apartment"
1,1,40,0,0,"Sants-Montjuïc",21.69,775,"flat"
2,2,118,1,1,"Eixample",28.21,3000,"flat"
3,2,73,1,0,"Sant Martí",10.88,850,"flat"
3,1,72,1,1,"Les Corts",13.4,900,"flat"
2,1,46,1,0,"Sant Martí",15.63,750,"flat"
2,2,62,0,0,"Sant Martí",14.4,850,"flat"
2,2,68,1,0,"Eixample",12.82,860,"flat"
3,2,91,0,0,"Les Corts",31.44,2600,"flat"
2,1,70,1,1,"Ciutat Vella",15.47,1000,"flat"
1,1,70,0,0,"Sants-Montjuïc",10.59,750,"flat"
1,1,56,1,0,"Eixample",16.52,950,"flat"
1,1,68,1,0,"Eixample",19.53,1272,"apartment"
4,2,96,1,0,"Eixample",12.99,1450,"flat"
3,1,63,1,0,"Ciutat Vella",16.06,1075,"flat"
3,1,58,0,0,"Eixample",11.05,614,"flat"
3,2,120,1,0,"Sarria-Sant Gervasi",14.56,1500,"flat"
3,1,73,1,0,"Eixample",12.83,825,"flat"
3,2,72,0,0,"Sant Martí",12.57,950,"flat"
2,1,53,1,0,"Sarria-Sant Gervasi",16.05,950,"flat"
2,1,77,0,0,"Sant Martí",20.84,1540,"apartment"
1,1,50,1,0,"Eixample",15.02,800,"flat"
1,2,89,1,0,"Sants-Montjuïc",15.3,850,"flat"
3,2,73,0,1,"Eixample",15.3,995,"flat"
7,3,241,0,1,"Eixample",17.16,4500,"attic"
2,1,73,1,0,"Eixample",18.76,1500,"flat"
2,1,64,1,0,"Sant Andreu",12.7,810,"flat"
2,1,59,1,1,"Eixample",12.86,690,"flat"
4,3,203,0,0,"Eixample",19.45,4500,"flat"
1,1,33,0,0,"Ciutat Vella",21.69,720,"apartment"
3,2,136,1,0,"Sant Andreu",15.3,2580,"apartment"
2,1,62,0,0,"Sarria-Sant Gervasi",15.12,879,"flat"
3,1,70,0,1,"Sarria-Sant Gervasi",11.31,875,"flat"
4,2,173,1,0,"Eixample",8.48,1500,"flat"
1,1,52,1,0,"Eixample",15.3,1300,"flat"
2,1,88,1,1,"Sant Martí",18.02,1500,"flat"
3,2,122,1,0,"Sant Andreu",10.32,1250,"flat"
3,1,80,1,1,"Sarria-Sant Gervasi",12.39,1140,"attic"
3,2,124,1,1,"Eixample",9.07,1100,"flat"
3,3,204,1,1,"Sarria-Sant Gervasi",17.07,3600,"attic"
2,1,53,1,0,"Sant Andreu",18.35,900,"flat"
1,1,61,0,1,"Horta- Guinardo",12.59,800,"apartment"
3,1,65,1,1,"Sant Martí",15.25,980,"flat"
3,1,81,1,1,"Ciutat Vella",14.07,1100,"apartment"
1,1,53,1,0,"Sarria-Sant Gervasi",19.2,975,"flat"
4,3,248,1,0,"Nou Barris",8.7,2250,"flat"
1,1,67,1,1,"Sarria-Sant Gervasi",15.3,600,"flat"
2,1,38,0,0,"Eixample",17.13,650,"flat"
2,1,59,0,0,"Sants-Montjuïc",14.44,840,"flat"
2,2,60,0,0,"Eixample",18.24,1150,"flat"
1,1,72,1,0,"Horta- Guinardo",16.76,1200,"flat"
2,1,65,1,0,"Sants-Montjuïc",18.54,1150,"flat"
1,1,50,0,0,"Eixample",24.04,1450,"flat"
3,1,74,1,0,"Horta- Guinardo",11.53,900,"flat"
3,2,56,0,0,"Eixample",51.37,3464,"apartment"
1,1,70,1,1,"Horta- Guinardo",15.3,1300,"flat"
4,2,84,1,0,"Ciutat Vella",11.5,1150,"flat"
3,2,112,1,0,"Ciutat Vella",15.08,2000,"flat"
2,2,64,1,0,"Sarria-Sant Gervasi",14.83,1000,"flat"
4,4,268,0,1,"Ciutat Vella",24.53,6500,"flat"
3,2,265,1,0,"Sarria-Sant Gervasi",17.08,4000,"flat"
4,1,76,1,0,"Ciutat Vella",17.47,1400,"flat"
2,1,81,1,0,"Gràcia",11.15,895,"flat"
2,1,51,0,1,"Gràcia",11.12,600,"apartment"
2,1,66,1,0,"Sarria-Sant Gervasi",15.09,875,"flat"
2,1,55,1,0,"Eixample",16.13,900,"flat"
4,2,64,0,0,"Ciutat Vella",13.26,950,"flat"
4,1,73,1,0,"Eixample",12.84,1150,"flat"
1,1,40,1,0,"Gràcia",14.85,620,"flat"
2,1,78,0,1,"Eixample",14.51,1125,"flat"
3,1,79,1,0,"Gràcia",13.43,990,"flat"
2,1,44,1,0,"Gràcia",15.3,785,"flat"
2,2,80,1,0,"Ciutat Vella",24.37,1900,"apartment"
3,1,64,1,0,"Ciutat Vella",13.8,850,"flat"
2,1,65,1,1,"Gràcia",15.46,1150,"flat"
4,2,89,1,1,"Ciutat Vella",12.83,1275,"flat"
2,1,86,0,0,"Eixample",15.35,1250,"flat"
1,1,73,1,1,"Gràcia",13.3,775,"flat"
3,2,148,1,0,"Sant Martí",13.3,1800,"flat"
2,2,49,0,0,"Sant Martí",35.74,1815,"apartment"
2,1,67,1,0,"Ciutat Vella",16.87,1010,"flat"
2,1,46,0,0,"Eixample",16.68,779,"flat"
1,1,60,1,0,"Eixample",18.59,1150,"flat"
1,1,34,0,0,"Eixample",20.03,690,"studio"
2,2,74,1,0,"Eixample",17.1,1300,"flat"
2,4,205,1,1,"Eixample",25.13,4800,"flat"
3,1,81,1,1,"Horta- Guinardo",12.35,1100,"flat"
2,1,60,0,0,"Eixample",15,1000,"flat"
2,1,65,0,0,"Sarria-Sant Gervasi",9.94,680,"flat"
5,4,276,1,0,"Sarria-Sant Gervasi",18.05,5000,"flat"
4,2,91,1,0,"Sarria-Sant Gervasi",9.72,1050,"flat"
5,5,297,1,1,"Ciutat Vella",20.79,6800,"flat"
2,2,87,1,1,"Sants-Montjuïc",44.42,4200,"flat"
1,1,53,1,0,"Les Corts",14.36,750,"flat"
2,2,66,0,0,"Sarria-Sant Gervasi",17.29,1161,"flat"
1,1,46,0,1,"Sarria-Sant Gervasi",15.41,725,"attic"
2,1,61,1,0,"Eixample",15.58,980,"apartment"
3,2,69,0,0,"Ciutat Vella",12.11,850,"flat"
2,1,72,1,0,"Gràcia",12.06,1000,"flat"
4,1,128,0,0,"Ciutat Vella",12.24,1600,"flat"
1,1,51,0,0,"Sarria-Sant Gervasi",32.7,1550,"apartment"
1,1,64,1,0,"Sants-Montjuïc",16.38,950,"flat"
4,2,81,1,0,"Sarria-Sant Gervasi",11.63,950,"flat"
1,1,53,1,0,"Sarria-Sant Gervasi",23.87,1200,"apartment"
2,1,63,1,0,"Eixample",18.32,1200,"flat"
2,1,64,0,0,"Les Corts",14.28,850,"flat"
2,2,78,1,0,"Sant Martí",20.43,1500,"flat"
5,3,217,1,0,"Sants-Montjuïc",20.39,3800,"flat"
3,1,73,1,0,"Sants-Montjuïc",13.04,900,"flat"
2,1,105,0,0,"Sarria-Sant Gervasi",10.83,1200,"flat"
2,2,98,1,1,"Eixample",15.04,1300,"flat"
2,2,76,0,0,"Sant Martí",47.34,3390,"apartment"
2,1,58,0,0,"Sarria-Sant Gervasi",15.94,885,"flat"
2,2,86,1,0,"Gràcia",12.46,1050,"flat"
3,2,63,1,1,"Gràcia",14.76,1045,"flat"
3,1,97,1,1,"Gràcia",9.33,950,"attic"
3,1,52,1,1,"Sarria-Sant Gervasi",15.39,700,"flat"
2,2,77,1,0,"Sarria-Sant Gervasi",11.06,960,"flat"
1,1,64,1,0,"Ciutat Vella",12.34,750,"flat"
3,1,75,1,0,"Ciutat Vella",11.72,990,"flat"
1,1,51,0,0,"Sant Martí",15.3,750,"flat"
5,2,128,1,0,"Gràcia",13.63,1900,"apartment"
3,2,119,1,1,"Gràcia",19.56,2200,"flat"
3,2,77,1,0,"Sarria-Sant Gervasi",19.75,1560,"flat"
1,1,31,0,1,"Eixample",21.68,650,"flat"
3,2,74,1,0,"Ciutat Vella",17.26,1500,"flat"
3,1,77,0,1,"Eixample",12.81,945,"flat"
3,1,76,1,0,"Sant Martí",13.2,894,"flat"
2,1,67,1,0,"Les Corts",21.14,1400,"flat"
4,1,80,1,0,"Sants-Montjuïc",13.97,1200,"flat"
3,1,73,1,0,"Horta- Guinardo",31.93,2400,"flat"
2,1,66,0,0,"Sant Martí",65.54,4476,"apartment"
1,1,34,0,0,"Sarria-Sant Gervasi",36.4,1400,"apartment"
2,2,57,1,0,"Sarria-Sant Gervasi",17.2,1100,"flat"
3,1,82,1,1,"Horta- Guinardo",11.27,800,"flat"
3,2,87,1,0,"Sants-Montjuïc",24.64,2000,"flat"
6,6,377,1,0,"Sarria-Sant Gervasi",18.08,7000,"flat"
3,1,56,1,0,"Sant Martí",13.1,750,"flat"
2,1,91,1,0,"Sant Martí",15.27,1290,"apartment"
2,1,74,0,0,"Ciutat Vella",15.47,1185,"flat"
1,1,43,1,0,"Sarria-Sant Gervasi",17.34,800,"flat"
3,1,56,1,0,"Ciutat Vella",16.72,953,"flat"
2,1,57,1,1,"Eixample",19.85,1100,"flat"
3,1,73,0,1,"Gràcia",13.41,1050,"flat"
1,1,55,0,0,"Eixample",39.51,1980,"apartment"
4,2,107,1,0,"Sants-Montjuïc",15.3,7147,"apartment"
2,2,82,1,0,"Sant Martí",16.38,1250,"apartment"
1,1,37,0,0,"Ciutat Vella",20.41,720,"apartment"
2,2,73,1,1,"Sarria-Sant Gervasi",21.04,3000,"flat"
2,1,55,1,0,"Sarria-Sant Gervasi",12.88,821,"flat"
3,1,92,1,1,"Horta- Guinardo",12.37,1250,"flat"
2,1,47,1,0,"Gràcia",19.81,1000,"apartment"
1,1,45,1,0,"Ciutat Vella",28.23,1200,"flat"
1,1,29,1,1,"Ciutat Vella",15.87,550,"flat"
2,1,62,1,0,"Ciutat Vella",14.29,975,"flat"
1,1,42,1,1,"Eixample",25.93,1100,"flat"
1,1,57,1,0,"Sarria-Sant Gervasi",16.54,950,"flat"
1,1,70,0,1,"Eixample",19.28,1396,"flat"
2,1,60,1,1,"Sants-Montjuïc",21.93,1500,"apartment"
3,1,69,0,0,"Sarria-Sant Gervasi",15.3,880,"flat"
3,2,82,1,0,"Sants-Montjuïc",12.81,1050,"flat"
3,2,77,1,1,"Ciutat Vella",22.84,1764,"flat"
1,1,73,1,1,"Sants-Montjuïc",15.04,700,"flat"
4,1,87,1,0,"Eixample",10.52,1000,"flat"
3,1,75,1,0,"Eixample",14.01,1000,"flat"
3,1,74,0,0,"Eixample",11.69,800,"flat"
3,2,102,1,0,"Les Corts",14.21,1368,"flat"
